18.52845692057346	-2.8790749916616534
15.785658711746706	-5.393300403085902
12.357160950713265	-8.364657707496377
8.242963637473125	-10.421751225934386
3.6716332894285273	-11.793146904893064
2.071667667612914	-13.621674476837967
-0.4425640238116131	-15.45020204878287
-3.871061784845068	-17.735861513714013
-8.670958650291894	-17.735861513714013
-11.642323376520878	-18.87869124617957
-15.299387654956561	-20.25008692513825
-17.58505282897886	-21.621482604096926
-19.413584968196687	-22.992878283055603
-22.842082729230142	-24.5928399085074
-24.670614868447984	-25.507103694479852
-27.18484655987251	-28.707026945383433
-31.75617690791711	-28.707026945383433
-35.18467466895055	-29.16415883836966
