-11.643205671643187	-6.992161998265672
-9.814696951952826	-8.82071695590355
-7.52906105233987	-11.792118762065101
-3.8720436129591604	-14.306381828817194
-1.8149713033075017	-16.3635061561598
1.1563553661893309	-18.42063048350242
4.127682035686163	-20.02061607143557
8.927517424873358	-22.077740398778175
11.89884409437019	-23.906295356416052
17.38437025344126	-25.734850314053944
19.670006153054203	-28.477682750510752
23.09846000247363	-31.906223296081777
24.469841542241397	-32.82050077490072
27.44116821173823	-33.9633476234244
28.812549751506012	-34.87762510224334
32.21749733807307	-35.920388446288655
35.46701661928056	-36.80664338790598
36.35324915051895	-36.51122507403354
